"girls, unrelated, unnamed group",19
"girls, unrelated, named group",19
"girl, unrelated, named",19
confession,19
"painting, amateur",19
unlucky,19
"drawing, amateur",19
curious,19
old-fashioned,19
stranger,19
interviewer,19
hugging,19
"litotes, understatement",19
wandering,19
delighted,19
begging,19
thanking,19
kissing,19
"running, recreational",19
"walking, recreational",19
"baby, unrelated, unspecified",19
"boy, unrelated, named",19
"boys, unrelated, named group",19
"boys, unrelated, unnamed group",19
"royalty, female",20
male coworkers,20
male group,20
"male object, named",20
male objects,20
"male patient, poor",20
"male professional, named",20
"male relative, named, other",20
"crowd, male",20
"male superiors, group, named",20
"female servant, named",20
female servants,20
"female superior, named",20
male servants,20
"female relative, named, other",20
"male superior, named",20
"crowd, female",20
"female superiors, group, named",20
"male servant, named",20
adult,20
"rival, female",20
"lover, female, named",20
"lover, male, named",20
friendship with female,20
"female companion, life partner",20
"female coworker, named",20
"female professional, named",20
exotic,20
female coworkers,20
"female adult, other",20
female group,20
friendship with male,20
female objects,20
"female patient, poor",20
"male adult, other",20
"rival, male",20
"male assistant, secretary",20
"male companion, life partner",20
"male coworker, named",20
"female object, named",20
riding,21
river,21
train,21
town,21
road or highway,21
island,21
driving,21
lake,21
station,21
swimming,21
city,21
valley,21
fort,21
street,21
boat,21
ocean,21
park,21
county,21
"figureOrImage, river or stream",21
"figureOrImage, ocean or sea",21
"figureOrImage, mountain",21
"figureOrImage, water",21
noon,22
"March 30, 1844",22
"June 3, 1843",22
"August, 1878",22
June 15,22
July 4,22
July,22
January 532 AD,22
5th September 1838,22
27 June 1743,22
25 August 1870,22
June 21,22
November,22
January 1789,22
December 7,22
October,22
"October 15, 1917",22
September,22
Dec 10 1872,22
AD 271,23
526 AD,23
534 AD,23
"versions of story compared, disputed",24
pleasure seeking,24
controversy of policy or practice in organization,24
conversation,24
"political movement, women or gender",24
"mission, social, men",24
beginning,24
"mission, religious, city",24
"crime, other",24
"religious in practice, observant",24
"renaming of others, proper",24
meeting of committee,24
"public speaking, nonreligious",24
"renaming of others, nicknames",24
"mission, social, women",24
physical contact with animal,24
noble in character,24
"vanity in appearance, dress",24
"recognition, audience with ruler or leader",24
"national character, persona's birth country",24
"national character, narrator's own country",24
making beds,24
"national character of other countries visited, adopted",24
"rebirth, starting over",24
"recognition, event in honor",24
racial other,24
narrator's positive orientation,24
turning point,24
"dancing, social",24
"character as destiny, career foretold",24
"dancing, performance",24
narratives as simultaneous in real time,24
performance,24
comparison of environments,24
controversy in politics,24
"quotation, group, often said",24
versions of historical events compared,24
small,24
"influence, emotional effect on peers",24
"influence, converting others to faith",24
"influence, changing peers' action",24
gender as persona's encounter with others,24
"influence, changing behavior of working women",24
skill in emergency or crisis,24
"influence, changing behavior of working men",24
"influence, changing behavior of superiors",24
"influence on children, gender unspecified",24
description of environment,24
skill in daily tasks,24
"focalization, attributing thoughts",24
"solitude, escape from others",24
foreign language passage,24
foreign phrase,24
"scene, life and discourse appear same pace",24
"solitude, lack of support, understanding, protection",24
telling secret,24
humorous behavior on purpose,24
drinking alcohol by agents,24
talent discovered in new activity,24
talent in practiced activity,24
talent wasted in limited position,24
"influence, emotional effect on superiors",24
"historiography, narration of historical events",24
"influence, emotional effect on working men",24
smoking by agents,24
lacking talent,24
"defiance of authority, nonfamily",24
keeping secret,24
"keeping records, log",24
"keeping accounts, budget",24
"evidence missing, gap in record",24
admirers with access,24
"example, explicit illustration of claim",24
investigation or detection of crime,24
adoption of lower status,24
"introduction, first social encounter",24
"education, untaught or lack of formal",24
"influence, emotional effect on working women",24
exposure of identity or past,24
"institution managing, other than school",24
description of agent or identified set of agents,24
"gender performance, role changed",24
investigation of individual's identity or past,24
"skilled, in occupation",24
equality,25
"marriage, voluntary",25
"separation, legal",25
motherhood,25
marriage proposal refused,25
"marriage, arranged",25
marriage proposal,25
divorce,25
engagement,25
legislation,25
unintelligent,26
cynical,26
vengeful,26
naive,26
sympathetic,26
resentful,26
vain,26
sickly,26
fearful,26
"intolerant, judgmental",26
Central or South America,27
"travel, international",27
China,27
Wales,27
Africa,27
news,27
Canada,27
Germany,27
Europe or Continent,27
France,27
Scotland,27
Spain,27
India,27
Japan,27
Ireland,27
Australia,27
Russia,27
Asia,27
Italy,27
factory,28
"shop, food, coffee, tea",28
"studio, artist's",28
"purchase of property, house, land",28
"shop, food",28
selling,28
"clothing, persona's",28
festival or celebration,28
spring,28
"shop, millinery",28
cleaning house,28
printer or publishing house,28
"figureOrImage, tree",28
"estate, country house",28
garden,28
apartment,28
"charity, village visiting",28
party,28
bar or pub,28
wedding,28
"painting, professional",28
opera house,28
"workshop, craft or artisan",28
decorating house,28
shopping,28
salon,28
resort or spa,28
"clothing, uniform",28
rental of apartment or lodging,28
tower,28
"home, persona's",28
hotel or inn,28
theater,28
cooking,28
"dinner, invited event",28
club,28
large,28
forgiving,29
humble,30
patient,30
mature,30
methodical or disciplined,30
intelligent,30
generous,30
passive,30
persistent,30
loyal,30
gentle,30
calm,30
disabled physically,30
physically strong,30
shy,30
impatient,30
brave,30
polite,30
"skilled, athletic",30
trustworthy,30
charming,30
prudent,30
observant,30
hopeful,30
skillful,30
wise,30
captivity,31
"allusion to female, narrator's contemporary",32
claim to higher status,32
"analogy to man, named",32
female companion on journey,32
time measured as persona's age,32
"analogy to other woman, unnamed, identity implied",32
allusion to historical man,32
discovery or contribution to science,32
"analogy to men, unnamed",32
"analogy to other women, unnamed",32
"analogy to saint, named",32
male companion on journey,32
"analogy to man, unnamed, identity implied",32
"nature, response to",32
"analogy to men, named",32
"commanding, able to lead",32
analogy to Jesus,32
allusion to historical woman,32
"analogy to other woman, named",32
allusion to contemporary man,32
"allusion to female, persona's contemporary",32
allusion to male literary character,32
superior to other women,32
allusion to contemporary woman,32
allusion to female literary character,32
superior to men,32
"analogy to mythic character, female",32
allusion to previous biographer,32
genius,32
hostile to women,32
hostile to men,32
"analogy to mythic character, male",32
seduction,33
calculating,33
"skilled, masculine leisure activity",33
"physical prowess, athletics",33
"physical feats, rescue",33
"physical feats, endurance",33
"figureOrImage, insect",33
"proposition, sexual",33
boudoir,33
"speculation, alternative outcomes, ""if""",33
"focalization, attributing perception",33
conversion,33
"work, unladylike, voluntary",33
flirtation,33
sexual intercourse,33
untidy,33
"skilled, domestic",33
"research, scholarly inquiry",33
evaluation,33
"harassment, sexual",33
"experimentation, scientific",33
"personification, animal",33
exercise,33
gender restricts activity,33
sculpting,33
prospective or foreshadowing,34
quick completing tasks,34
invitation,34
rhetorical question,34
interview,34
benefactor or donor,34
dictatorial or refusing to delegate,34
"skilled, masculine labor or tasks",34
"work, unladylike, necessary",34
debut,34
present tense,34
prediction or premonition as event,34
narrator's previous version noted,34
"family, ancestry",34
"recognition, grave marker or tomb",34
"treaty, peace, or alliance",34
"recognition, receiving award or prize",34
"consultation, advice",34
recognition or tribute,34
class as narrator's generalization,34
receiving allowance,34
"evidence questioned, persona's version",34
gift receiving,34
race as narrator's generalization,34
"childhood anecdote, talent predicted",34
"childhood anecdote, character predicted",34
coup d'etat or government falling,34
mentor,34
"crowd gathering, spectacle",34
"charity, personal action",34
"charity, organized",34
victory,34
"quotation, documentary source, after persona's death",34
petition or appeal,34
"speech, reported not quoted",34
"personification, building or institution",34
OneDay occasion stated,34
"borrowing, lending money",34
duel,34
permission request,34
permission refused,34
permission granted,34
"failure as outcome, tragedy",34
gender as narrator's generalization,34
charity,34
"crowd gathering, vigil, concern for someone",34
triumph as overcoming adversity or opposition,34
"14th May, 1847",35
8 May,35
8 May 1788,35
May,35
departure,36
sailing,36
cemetery,36
exhibition,36
parish,36
arrival,36
honeymoon,36
"personification, Nature",36
"personification, community",36
frontier,36
"personification, nation",36
colony,36
founding organization,36
monument,36
museum,36
lighthouse,36
seaside,36
exile,36
"travel, recreational",36
province,36
"nursing, military",37
"nursing, professional",37
navy,37
"doctor, physician",37
"officer, military",37
industrial,37
duty,37
"travel, military deployment",37
maternity,37
army,37
"nursing, local amateur",37
"consultation, medical",37
"operation, medical",37
husband,38
brother,38
nephew,38
beloved,38
niece,38
grandfather,38
uncle,38
sister,38
"foster or adoptive father, named",38
"foster or adoptive mother, named",38
siblings,38
funeral,38
wife,38
mother,38
fiance,38
grandmother,38
father,38
aunt,38
loving,39
excited,39
low_born,39
rich,39
love affair,39
kind,39
famous man,39
old,39
perfect,39
genius or talented,39
friend,39
fat,39
wife of famous man,39
famous woman,39
proud,39
well_born,39
young,39
"baby boy, unrelated",39
"baby girl, persona's",39
famous,39
young no longer,39
beautiful,39
"baby boy, persona's",39
"figureOrImage, hell",40
ruin,40
rude,40
sleeping,40
"self-doubting, diffident",40
telling lie,40
quiet,40
honest,40
sad,40
depressed,40
ignorant,40
selfish,40
self-effacing,40
jealous,40
"insane, mad",40
lonely,40
"focalization, attributing feelings",40
offended,40
childish,40
reckless,40
weak,40
angry,40
waking,40
foolish,40
clumsy or awkward,40
regret,40
physically weak or frail,40
thin,40
tired or exhausted,40
cold or heartless,40
"family, class or status",41
well_bred or brought up,41
fame in lifetime,41
attachment or caring between the people and persona,41
attachment or caring between the people and agent,41
women in general,41
association with great woman or women,41
world,41
"argument, person-to-person",41
falling in love,41
"figureOrImage, music",41
writing a will,41
"analepsis, shift of scene to previous time",41
after,41
writing for children,41
The East,41
Between 1886 and 1890,41
"figureOrImage, other",41
24th of December,41
"figureOrImage, play on words, pun, catachresis",41
"figureOrImage, sound or noise",41
association with great man or men,41
ball or social dance event,41
defiance of family,41
"faith, confident in",41
description of a kind of people or society (not individual),41
digression or pause in life time,41
temptation of pleasure or love,41
travel for calling or work,41
"travel, other",41
"direct address, use of I or one",41
"direct address, use of we",41
"direct address, use of you",41
class as persona's encounter with others,41
change of title or position,41
vanity of material things,41
doubt of faith,41
care for siblings other than nursing,41
"summary, more, much or all life in less prose",41
care for parents other than nursing,41
emulation of agent,41
versions of persona's life compared,41
end,41
epigraph or quotation not in body of text,41
evidence of life missing,41
violence between two or more others,41
story_telling,41
visit to battlefield,41
before,41
walking for work,41
beauty as effect on others,41
bathing or washing body of others,41
fall,41
"expansion, more discourse than life time",41
quick in response,41
"people, the town or village",41
list or parataxis,41
"home, family or childhood",41
"people, the, town or village",41
"people, the, nation or region",41
house of the poor,41
house of the rich,41
move to new country,41
"humor, good sense of",41
people of occupational type,41
people of certain era,41
"music, singing",41
people in general,41
move to new house,41
natural force other than storm,41
nursing in family home,41
"music playing, instrumental",41
other,41
open country,41
race as persona's encounter with others,41
influence on girls,41
"music, effect, response to",41
sacrifice or renunciation of family,41
influence on boys,41
"move to new city, town, or village",41
money making,41
home of friends,41
physical contact with woman,41
"games, playing",41
men in general,41
"gap, more than usual omission in telling life",41
plain or not beautiful,41
"gaze, the",41
low in rank,41
"public, the",41
"holidays, vacation or rest",41
getting out of bed,41
physical contact with man,41
lying in bed,41
physical contact with girl,41
"lost, being",41
quarrelsome or quick to anger,41
return to previous home,41
hiding other person,41
return to work,41
physical contact with boy,41
perspective or point of view,41
"mission, other",41
high in rank,41
"holidays, religious other than Christmas",41
service to Jesus,41
laundry,42
"dishes, washing",42
"teaching, religious",43
"learned, mathematics",43
narrator's research noted,43
"learned, languages",43
teaching literacy or reading,43
"learned, science",43
teaching domestic skills,43
useful,43
teaching arts or crafts,43
teaching adults,43
"training, practical experience",43
education advocacy,43
"education, arts",43
"education, higher",43
"education, private lessons",43
"education, secondary",43
learning language,43
experienced,43
managing,43
teaching children,43
"lesson, learning by experience",43
crying,44
laughing,44
fire,45
"figureOrImage, fire",45
"narrating, dramatized",46
"carousing, disorderly conduct",46
xenophobia,46
marital quarrel,46
renaming,46
prostitution,46
pilgrimage,46
burial,46
abandonment,46
"metaphor, extended",46
abolition,46
bribery,46
adultery,46
"allusion literary, paraphrase",46
"beneficiaries, unspecified",46
"allusion, biblical",46
relatives unspecified,46
"allusion, hagiography",46
"personification, inanimate object",46
ancestor,46
assassination,46
"patients, unspecified",46
"audience, unspecified",46
carriage,46
"object, inanimate",46
"babies, unrelated, unspecified",46
narratee identified,46
narrator,46
obscure,46
lodging,46
charitable,46
descendant,46
devout,46
temperance,46
inexperienced,46
disobedience,46
impostor,46
"eavesdropping, overhearing",46
impersonation,46
suitor,46
"hyperbole, overstatement",46
suburb,46
euphemism,46
stepmother,46
stepfather,46
"fainting, collapsing",46
family restricts vocation,46
"separation, informal",46
servant gender unspecified,46
servants gender unspecified,46
grieving,46
slum,46
gambling,46
siege,46
"foreigner, immigrant",46
foreigner,46
decadence,46
debauchery,46
"figureOrImage, conqueror",46
"lodging, institutional",46
damnation,46
flawed,46
lobbying,46
coronation,46
"children, unrelated, unspecified",46
childcare,46
courtship,46
chaste,46
culmination,46
"crowd, unspecified",46
"child, unrelated, unspecified",46
retrospective,46
childbirth,46
fate,47
abandonment by persona,47
"renaming of persona, vocational name",47
class re persona,47
"renaming of persona, nickname",47
accident harming persona,47
"family, genetic heritage of persona",47
"adventure, persona initiated",47
smoking by persona,47
"adventure, persona innocent",47
"figureOrImage, animal",47
musical,47
hiding persona,47
romance,47
cruel,47
crime committed by persona,47
crime against persona,47
"renaming of persona, proper name",47
race re persona,47
imprisonment of persona,47
"con artist, trickster",47
drinking alcohol by persona,47
vulgar,47
visiting by persona,47
humor,47
hosting by persona,47
sea,47
violence by persona,47
violence against persona,47
reign,48
impulsive,49
